Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Wiltshire Council,Aldbourne,South Street,Marlborough,Wiltshire,SN8 2DW,100121323536,Yes,LAL,,,"13:30-16:30,17:00-19:00",10:00-12:00,,"13:30-16:30,17:00-19:00",,,,,,,,,,,,No,,,http://www.wiltshire.gov.uk/artsheritageandlibraries/librarieshome/librarylocations.htm?act=show&libCode=ALDLIB,aldbournelibrary@wiltshire.gov.uk
Wiltshire Council,Amesbury,Smithfield Street,Amesbury,Wiltshire,SP4 7AL,100121335291,Yes,LAL,,,14:00-19:00,"09:30-13:00,14:00-17:00",,09:30-13:00,"09:30-13:00,14:00-17:00",09:30-13:00,,,,,,,,,,No,,,http://www.wiltshire.gov.uk/artsheritageandlibraries/librarieshome/librarylocations.htm?act=show&libCode=AMELIB,amesburylibrary@wiltshire.gov.uk
Wiltshire Council,Box,"Selwyn Hall, Valens Terrace",Box,Wiltshire,SN13 8NT,10090512191,Yes,LAL,,,14:00-16:00,,10:00-12:00,,14:00-16:00,10:00-12:00,,,,,,,,,,No,,,http://www.wiltshire.gov.uk/artsheritageandlibraries/librarieshome/librarylocations.htm?act=show&libCode=BOXLIB,boxlibrary@wiltshire.gov.uk
Wiltshire Council,Bradford on Avon,Bridge Street,Bradford,Wiltshire,BA15 1BY,100121341481,Yes,LAL,,,"10:00-13:00,14:00-19:00",,"10:00-13:00,14:00-17:00","10:00-13:00,14:00-17:00","10:00-13:00,14:00-17:00","10:00-13:00,14:00-16:00",,,,,,,,,,No,,,http://www.wiltshire.gov.uk/artsheritageandlibraries/librarieshome/librarylocations.htm?act=show&libCode=BRALIB,bradfordlibrary@wiltshire.gov.uk
Wiltshire Council,Calne Community Hub,The Strand,Calne,Wiltshire,SN11 0JU,10070777995,Yes,LAL,,,10:00-19:00,09:30-17:00,,09:30-17:00,09:30-19:00,09:30-16:00,,,,,,,,,,No,,Refurbished and rebranded as Community Hub and Library,http://www.wiltshire.gov.uk/artsheritageandlibraries/librarieshome/librarylocations.htm?act=show&libCode=CALLIB,calnelibrary@wiltshire.gov.uk
Wiltshire Council,Chippenham,Timber Street,Chippenham,Wiltshire,SN15 3EJ,10024013044,Yes,LAL,,,"10:00-13:00,14:00-19:00","09:30-13:00,14:00-17:00",09:30-13:00,"09:30-13:00,14:00-17:00","09:30-13:00,14:00-19:00","09:30-13:00,14:00-17:00",,,,,,,,,,No,,,http://www.wiltshire.gov.uk/artsheritageandlibraries/librarieshome/librarylocations.htm?act=show&libCode=CHILIB,chippenhamlibrary@wiltshire.gov.uk
Wiltshire Council,Corsham,Pickwick Road,Corsham,Wiltshire,SN13 9BJ,,Yes,LAL,,2014,,,,,,,,,,,,,,,,No,,,,
Wiltshire Council,Corsham,"Springfield Community Campus, Beechfield Road",Corsham,Wiltshire,SN13 9DN,10091712342,Yes,LAL,2014,,"09:00-13:00,14:00-19:00","09:00-13:00,14:00-17:00","09:00-13:00,14:00-17:00","09:00-13:00,14:00-17:00","09:00-13:00,14:00-19:00","09:00-13:00,14:00-17:00",,,,,,,,,,Yes,Leisure Centre,New campus library,http://www.wiltshire.gov.uk/artsheritageandlibraries/librarieshome/librarylocations.htm?act=show&libCode=CORLIB,corshamlibrary@wiltshire.gov.uk
Wiltshire Council,Cricklade,113 High Street,Swindon,Wiltshire,SN6 6AE,10070783068,No,LAL,,,14:00-16:00,10:00-13:00,14:00-16:00,14:00-19:00,14:00-17:00,10:00-13:00,,,,,,,,,,No,,,http://www.wiltshire.gov.uk/artsheritageandlibraries/librarieshome/librarylocations.htm?act=show&libCode=CRILIB,crickladelibrary@wiltshire.gov.uk
Wiltshire Council,Devizes Community Hub,Sheep Street,Devizes,Wiltshire,SN10 1DL,100121321670,No,LAL,,,"09:30-13:00,14:00-19:00","09:30-13:00,14:00-17:00",09:30-12:30,"09:30-13:00,14:00-19:00","09:30-13:00,14:00-17:00","09:30-13:00,14:00-16:00",,,,,,,,,,Yes,Customer Services/ Revenues & Benefits/ Registrar,Refurbished and rebranded as Community Hub and Library,http://www.wiltshire.gov.uk/artsheritageandlibraries/librarieshome/librarylocations.htm?act=show&libCode=DEVLIB,devizeslibrary@wiltshire.gov.uk
