Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
London Borough of Barking and Dagenham,Barking Learning Centre Community Hub,2 Town Square,Barking,Essex,IG11 7NB,100053358,Yes,LAL,,,09:00-21:30,09:00-21:30,09:00-21:30,09:00-21:30,09:00-17:00,09:00-17:00,10:00-16:00,,,,,,,,,Yes,,,,libraries@lbbd.gov.uk
London Borough of Barking and Dagenham,Castle Green,"Jo Richardson School, Gale Street",Dagenham,Essex,RM9 4UN,,No,LAL,,2013,,,,,,,,,,,,,,,,No,,Closed as a public library 31.3.2013. Secondary School library Jo Richardson School,,
London Borough of Barking and Dagenham,Dagenham Library Community Hub,1 Church Elm Lane,Dagenham,Essex,RM10 9QS,10023599312,Yes,LAL,2010,,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-17:00,09:00-17:00,,,,,,,,,,No,,Replaced Fanshawe and Rectory libraries,,libraries@lbbd.gov.uk
London Borough of Barking and Dagenham,Fanshawe,Barnmead Road,Dagenham,Essex,RM9 5DX,,No,LAL,,2010,,,,,,,,,,,,,,,,No,,Closed September 2010 replaced by Dagenham Library,,
London Borough of Barking and Dagenham,Marks Gate Community Hub,"Marks Gate Community Hub, Rose Lane",Marks Gate,Essex,RM6 5NJ,100027163,Yes,LAL,,,10:00-17:00,10:00-17:00,,10:00-17:00,10:00-17:00,,,,,,,,,,,No,Colocated with Marks Gate Children's Centre,,,libraries@lbbd.gov.uk
London Borough of Barking and Dagenham,Markyate,Markyate Road,Dagenham,Essex,RM8 2LD,,No,LAL,,2012,,,,,,,,,,,,,,,,No,,former library part of complex now a  pre school nursery,,
London Borough of Barking and Dagenham,Rectory,Rectory Road,Dagenham,Essex,RM10 9SA,,No,LAL,,2010,,,,,,,,,,,,,,,,No,,Replaced by Dagenham library,,
London Borough of Barking and Dagenham,Robert Jeyes Community Library,High Road,Chadwell Heath,Essex,RM6 6AS,,Yes,CRL,,,10:00-17:00,11:30-18:00,10:00-17:00,10:00-19:00,,10:00-16:00,,,,,,,,,,No,,"Former Robert Jeyes Library, now operated as Robert Jeyes Community Library and run from a charity led community facility, with staff supported hours",,libraries@lbbd.gov.uk
London Borough of Barking and Dagenham,Rush Green,Dagenham Road,Rush Green,Essex,RM7 0TL,,No,LAL,,2013,,,,,,,,,,,,,,,,No,,Collection moved to B&D college. College library provides access to the public to library services and resources from its Learning Resource Centre,,
London Borough of Barking and Dagenham,Thames Community Hub,"Thames Community Hub, Bastable Avenue",Barking,Essex,IG11 0LG,,Yes,LAL,,,10:00-17:00,10:00-19:00,12:00-17:00,,12:00-17:00,11:00-15:00,,,,,,,,,,No,Colocated with Sue Bramley Children's Centre,Library is co-sited with Children's Centre,,libraries@lbbd.gov.uk
London Borough of Barking and Dagenham,Valence Library,Becontree Avenue,Dagenham,Essex,RM8 3HT,100002559,Yes,LAL,,,10:00-17:00,10:00-19:00,10:00-17:00,10:00-17:00,,10:00-16:00,,,,,,,,,,Yes,,Community Capacity grant works created an older peoples area 2014,,libraries@lbbd.gov.uk
London Borough of Barking and Dagenham,Wantz,"Wantz Community Complex, Rainham Road North",Dagenham,Essex,RM10 7DX,,No,LAL,,2012,,,,,,,,,,,,,,,,No,,Now Eastbrook Community Centre,,
