Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Salford City Council,Boothstown Library,"Community Centre, Standfield Drive",Boothstown,Greater Manchester,M28 1NB,100012888160,Yes,CL,,,13:30-19:00,09:30-17:00,09:30-12:30,09:30-17:00,09:30-17:00,09:30-12:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,Community Centre,,http://www.salfordcommunityleisure.co.uk/libraries/locations/boothstown-library,boothstown.library@scll.co.uk
Salford City Council,Broughton Hub Library,50 Rigby Street,Salford,Greater Manchester,M7 4BQ,10090619201,Yes,CL,2011,,17:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-19:30,10:00-14:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,Council Services,,http://www.salfordcommunityleisure.co.uk/libraries/locations/broughton-library,broughton.library@scll.co.uk
Salford City Council,Broughton Library,,,,,,Yes,LAL,,2011,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Salford City Council,Cadishead Library,126 Liverpool Road,Cadishead,Greater Manchester,M44 5AN,100012712791,Yes,CL,,,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://www.salfordcommunityleisure.co.uk/libraries/locations/cadishead-library,cadishead.library@scll.co.uk
Salford City Council,Clifton Library,"Community Centre, 6 Wynne Avenue",Clifton,Greater Manchester,M27 8FU,10070746753,No,CL,,,14:00-19:00,00:00-00:00,15:00-18:00,00:00-00:00,14:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,Community Centre,,http://www.salfordcommunityleisure.co.uk/libraries/locations/clifton-library,clifton.library@scll.co.uk
Salford City Council,Eccles Gateway Library,28 Barton Lane,Eccles,Greater Manchester,M30 0TU,100012697094,No,CL,,,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-19:30,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,Council & NHS Services,,http://www.salfordcommunityleisure.co.uk/libraries/locations/eccles-library,eccles.library@scll.co.uk
Salford City Council,Height Library,King Street,Salford,Greater Manchester,M6 7GY,100012720083,No,CL,,,09:30-19:30,09:30-17:30,00:00-00:00,09:30-17:30,09:30-17:30,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://www.salfordcommunityleisure.co.uk/libraries/locations/height-library,height.library@scll.co.uk
Salford City Council,Hope Library,Eccles Old Road,Salford,Greater Manchester,M6 8FH,100012720437,Yes,CL,,,00:00-00:00,00:00-00:00,09:00-17:00,00:00-00:00,13:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://www.salfordcommunityleisure.co.uk/libraries/locations/hope-library,hope.library@scll.co.uk
Salford City Council,Irlam Library,"Hurst Fold, Liverpool Road",Irlam,Greater Manchester,M44 6FD,10004676421,Yes,CL,,,09:00-18:30,09:00-17:30,09:00-13:00,09:00-17:30,09:00-17:30,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,Job Centre,,http://www.salfordcommunityleisure.co.uk/libraries/locations/irlam-library,irlam.library@scll.co.uk
Salford City Council,Little Hulton Library,Longshaw Drive,Little Hulton,Greater Manchester,M28 0AZ,100012693514,Yes,CL,,,08:30-18:00,08:30-12:30,08:30-17:30,08:30-17:30,08:30-17:30,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://www.salfordcommunityleisure.co.uk/libraries/locations/little-hulton-library,littlehulton.library@scll.co.uk
Salford City Council,Lower Kersal Library,"Albion High School, London Road",Salford,Greater Manchester,,,Yes,LAL,,2011,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,High School,,,
Salford City Council,Lower Kersal Library,"Salford Sports Village, Littleton Road",Salford,Greater Manchester,M7 3NQ,10007894004,Yes,CL,,,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,Sports & Leisure Centre,,http://www.salfordcommunityleisure.co.uk/libraries/locations/lower-kersal-library,lowerkersal.library@scll.co.uk
Salford City Council,Ordsall Library,"Neighbourhood Office, Robert Hall Street, Ordsall",Salford,Greater Manchester,M5 3LT,10090621183,Yes,CL,,,09:15-17:30,09:15-17:30,00:00-00:00,09:15-17:30,09:15-17:30,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,Council Services,,http://www.salfordcommunityleisure.co.uk/libraries/locations/ordsall-library,ordsall.library@scll.co.uk
Salford City Council,Pendleton Gateway Library,1 Broadwalk,Salford,Greater Manchester,M6 5FX,10024417128,Yes,CL,,,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-19:30,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,Council & NHS Services,,http://www.salfordcommunityleisure.co.uk/libraries/locations/pendleton-library,pendleton.library@scll.co.uk
Salford City Council,Swinton Gateway Library,100 Chorley Road,Swinton,Greater Manchester,M27 6BP,10007886565,Yes,CL,2015,,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-19:30,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,Council & NHS Services,,http://www.salfordcommunityleisure.co.uk/libraries/locations/swinton-library,swinton.library@scll.co.uk
Salford City Council,Swinton Library,Chorley Road,Swinton,Greater Manchester,,,Yes,LAL,,2015,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Salford City Council,Walkden Gateway Library,2 Smith Street,Worsley,Greater Manchester,M28 3EZ,10024417283,Yes,CL,,,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-19:30,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,Council & NHS Services,,http://www.salfordcommunityleisure.co.uk/libraries/locations/walkden-library,walkden.library@scll.co.uk
Salford City Council,Winton Library,Old Parrin Lane,Winton,Greater Manchester,M30 8BY,100012698418,Yes,CL,,,09:30-19:00,09:30-17:30,00:00-00:00,09:30-17:30,09:30-17:30,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://www.salfordcommunityleisure.co.uk/libraries/locations/winton-library,winton.library@scll.co.uk
Salford City Council,Worsley Village,Worsley Road,Worsley,Greater Manchester,M28 2PB,10004678608,Yes,CL,,,10:00-17:00,10:00-17:00,00:00-00:00,14:00-17:00,10:00-13:00,11:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://www.salfordcommunityleisure.co.uk/libraries/locations/worsley-village-library,worsleyvillage.library@scll.co.uk
